t,x,y,label
1.2386479703,69.7804308481,41.6098750782,1
1.6459747544,69.6902476198,41.606934271,1
1.9797022117,69.3142469344,41.5883913821,1
1.9886943512,69.0607306829,41.5797252265,1
2.3875141469,68.946081764,41.5759802242,1
2.8186541402,68.9285730851,41.5721518018,1
3.300619817,68.9037172745,41.5713693247,1
4.190079258,68.4916669251,41.5710680507,1
4.8537869304,68.264285977,41.4836834256,1
6.4843875856,68.2310747466,41.4602652229,1
7.9704660554,68.2043951299,41.4477866018,1
8.5665626781,67.9746873899,41.4349224065,1
8.8776362348,67.9156917375,41.428354009,1
9.4823331589,67.8657775209,41.4217071636,1
12.3906347018,67.7674173358,41.4024500494,1
12.7794334123,67.5635659764,41.3955967518,1
13.2926037813,67.1890062733,41.3926564724,1
15.1743602687,67.0099309741,41.3881963448,1
15.57554084,66.9120988808,41.3827339806,1
15.6310259103,66.6133896401,41.3556205726,1
16.3888759071,66.3668565724,41.3378574542,1
16.5333558179,66.1901161348,41.3328220265,1
17.3235027552,65.7555564346,41.3057482353,1
21.9051319279,65.5423447323,41.2856484863,1
23.4932623406,65.5198958733,41.2693025206,1
25.1140448533,65.3801576953,41.267316991,1
26.4628334274,65.2732993133,41.2292147334,1
26.9501968876,65.1856794327,41.1868634416,1
28.7779401324,65.0417555538,41.1822610413,1
30.5487835391,64.9627709561,41.1635712695,1
35.791293023,64.9469510558,41.1436832386,1
37.8348580572,64.7110629913,41.1275596542,1
38.2061898419,64.6459197325,41.1255607141,1
40.7906305189,64.6177174086,41.0972903903,1
41.3012980353,64.2374771039,41.0877612873,1
41.4779225068,64.0609013836,41.0867805301,1
42.3905099912,63.8317754295,41.0808025283,1
43.3947783731,63.7374395457,41.0703172695,1
43.424509337,63.7312428674,41.0617688644,1
44.1347876789,63.5874166938,41.0449653482,1
45.8280194411,63.489253732,41.0114688405,1
48.787058634,63.4128058974,41.0060584926,1
48.8010850418,63.217257755,40.985072218,1
48.9818833684,63.0099798333,40.9423176628,1
49.7554349497,62.9052896041,40.9183280821,1
49.7765267772,62.8218918558,40.9080840864,1
51.1459443456,62.7401929712,40.877811611,1
51.1860191317,62.5200946482,40.8476606252,1
51.5079120947,62.0834451844,40.8439111328,1
51.8383090627,62.059641506,40.7449629333,1
53.039321379,61.5865149241,40.7395124012,1
53.3580643887,61.5498919933,40.7364353018,1
53.633317194,61.4797383173,40.7049038935,1
58.483405873,61.4699712139,40.6625394253,1
59.0630744512,61.3244361115,40.5997877718,1
59.2391439834,61.231046852,40.5738163333,1
60.143300058,61.1435448363,40.5677263857,1
60.2915357166,61.0487863971,40.5435663006,1
61.213030639,61.0354171126,40.5256767139,1
61.5719475898,61.0249834446,40.5233169392,1
62.8508742339,60.9929346585,40.4919998976,1
63.1454365411,60.8684555073,40.4405477163,1
63.9297836379,60.8557497234,40.4238223203,1
63.9946134557,60.6693813532,40.4141866269,1
64.8439766825,60.6676133842,40.379073072,1
65.2215868827,60.6206569027,40.3759435071,1
65.4592856959,59.9666820912,40.3729128504,1
65.6970620445,59.9280331211,40.369222114,1
67.1673712494,59.8031770333,40.3598808318,1
67.4640978683,59.7377184021,40.3523931927,1
68.9987487704,59.6987259999,40.351796287,1
69.5741523943,59.3867395461,40.3388707619,1
69.6159305673,59.3609349487,40.3347911799,1
69.7026338668,59.2436409368,40.330819125,1
70.0666318205,59.1891069373,40.3305234873,1
72.1551001325,59.1073513787,40.3116006216,1
72.488707044,59.0813628049,40.305082202,1
72.8909665427,59.0407781022,40.2903183108,1
74.0758994219,59.0284513028,40.2880546246,1
74.5796278369,58.9910398544,40.2819342095,1
74.9825213099,58.9242641354,40.2715013999,1
75.4439165142,58.5372093493,40.2392297369,1
76.3456638084,58.4954376043,40.2335178716,1
76.9047099508,58.4463515808,40.2330876898,1
77.4670160581,58.4165768465,40.2061764327,1
77.7968984404,58.3979096054,40.1895724829,1
80.6593516068,58.165240153,40.1739895571,1
80.8497674001,57.9360056274,40.1695112476,1
82.2406923647,57.6842293418,40.1680018506,1
85.6557566658,57.402928276,40.1679055016,1
88.8195926414,57.3114470572,40.1662971686,1
88.9756918598,57.1054504334,40.1502588238,1
89.7648758079,56.9489622056,40.1364876428,1
90.0676133498,56.9340189725,40.1023945582,1
91.9968554602,56.8719747534,40.0853005007,1
93.306721166,56.8397801494,40.0706805803,1
93.690783116,56.7915201245,40.0623331655,1
95.4908128425,56.5831481251,40.0162182586,1
95.6443939856,56.5224708794,40.0145591296,1
98.1880908054,56.2741111935,40.0091397525,1
100.0157674037,55.9364173997,39.9101541135,1
100.4664971281,55.8152928,39.3902664843,1
100.7459314904,55.7494344093,39.3856038005,1
101.1979026575,55.5708279869,39.219432191,1
101.3994734429,55.5488382529,39.087124311,1
105.2060295422,55.4548137284,38.8278711508,1
105.5524509107,55.4307652517,38.4097556733,1
106.6949779306,55.3144484002,38.3680298858,1
106.9693254099,55.2620935657,37.1399285538,1
107.0383670902,55.0023697479,36.8945423089,1
107.3694229616,54.7874291378,36.8124260894,1
108.2179916167,54.6522704222,36.806048847,1
108.7806371856,54.5465731193,36.7722799354,1
108.8885859844,54.4573994,36.3566920688,1
109.5663338282,54.4172531409,36.192602367,1
110.5997660219,54.2601510168,36.0660084286,1
110.8064289373,54.2121994331,35.9920866932,1
111.5310506496,54.1943953818,35.7809193657,1
112.8985997666,54.1877955632,35.7567309684,1
115.2525880238,54.1809803181,35.7233767783,1
115.9473196919,53.7629482451,35.3541563689,1
116.2861671448,53.7024137451,35.0945507901,1
120.4998854016,53.6856970219,34.4953801249,1
122.0078418824,53.1641456581,34.2559594268,1
123.2852069887,53.0291188251,33.774042544,1
125.0430834511,52.7689643512,33.6465537134,1
126.5827826265,52.4112658352,33.6403551101,1
128.13702392,52.3269701561,33.5886509247,1
