t,x,y,label
0.2759481384,69.9758070054,39.1883301071,3
0.3190848,69.4267939775,39.1817661269,3
1.3087440725,69.1308566035,39.095843864,3
1.9134404807,69.0378962031,39.0649010193,3
2.0289965713,68.830934131,39.0638852169,3
2.2448474953,68.8259037248,39.0399827964,3
4.3095076171,68.6536269692,39.0013362238,3
7.0231975362,68.1738895999,38.9799538545,3
7.2300635739,67.7027443716,38.9735449551,3
9.353862282,67.430836079,38.9268724098,3
9.3616870632,67.3945536178,38.9122714732,3
9.8722217651,67.0652672806,38.9029608284,3
10.8615712154,66.930209856,38.8918641921,3
11.2967498164,66.7410772524,38.8691073553,3
14.5986855134,66.6669495113,38.8416611715,3
14.6237792444,66.0787391941,38.8216266393,3
14.7857490715,65.8236479953,38.814213247,3
14.908202899,65.7637051399,38.7888067584,3
15.1636370639,65.6428157847,38.714187036,3
16.282701188,65.1769944959,38.6970976406,3
17.5946465256,64.623839741,38.6908811005,3
18.7256339341,64.4626452666,38.6850040687,3
19.4501800075,63.9838375534,38.6728374284,3
19.6936767725,63.7864636392,38.6608689998,3
22.7775612326,63.6257600449,38.6585685741,3
25.2530963355,63.3783260267,38.6213805737,3
26.541812289,63.1527193771,38.6176416344,3
26.6703790052,62.537035523,38.6173123175,3
27.6016736224,62.3268948656,38.5305357579,3
27.874553084,62.1435761628,38.5099522952,3
29.3940198739,61.7071225453,38.4822852349,3
32.5731137432,61.4190748268,38.4164071409,3
33.2981402542,61.4090951099,38.3640586676,3
34.2227410669,60.6296457828,38.3636019364,3
34.2419532819,60.137663098,38.3436069637,3
34.5527191427,59.8060635643,38.3298472142,3
35.067977209,59.6179546742,38.2312981985,3
36.0769645843,59.3162369489,38.2233983525,3
36.4820104472,59.2756782035,38.2208883807,3
36.6882708598,59.1528732362,38.1530124886,3
37.1307567423,59.0169631775,38.1392912041,3
37.8590616023,58.6314725298,38.1343586145,3
39.6905678211,57.5749697958,38.052030847,3
42.1492274087,56.7817828766,38.0484429594,3
42.3108408557,56.5575794632,38.0439830464,3
44.0842970549,56.2913896846,38.0436680398,3
44.3807061897,56.275185233,38.0242594063,3
45.5656318581,56.1136293565,38.0134360155,3
46.2991246851,56.1125773419,38.0104548077,3
49.7525817897,56.0775466471,38.0020354502,3
50.7009450669,55.9061122931,37.8664521248,3
52.077945617,55.8930530707,37.8245037883,3
52.0854586223,55.8306482389,37.6699050865,3
52.8738249065,55.8231945695,37.6162279072,3
55.5466555643,55.7106110459,37.5605745025,3
57.0775316119,55.6932214068,37.5325233056,3
57.8965154188,55.6626898528,37.4926000347,3
58.1238089224,55.656462858,37.427449888,3
58.422486879,55.6318220538,37.2978754738,3
58.8932086311,55.5177283934,37.2505774907,3
61.4121080446,55.4252075181,37.0959582138,3
61.7493049761,55.4010045139,36.9813294059,3
61.8976689439,55.2182763809,36.7542057364,3
62.452524266,55.1712301872,36.7417980307,3
62.8912304478,55.1625935725,36.7095511908,3
64.1203974606,55.1510149327,36.7023461463,3
65.050612164,55.1263473872,36.5859392194,3
65.4682754104,55.0359129921,36.5272049388,3
67.3335425542,55.0254921578,36.4607599022,3
67.8905216341,54.996582072,36.2574489772,3
68.0091293636,54.8567519846,36.0706603166,3
68.2435567331,54.8442975613,35.9187910675,3
70.7463186371,54.8028571104,35.9173259108,3
71.4438655471,54.7482627743,35.7066091521,3
71.5589314887,54.6930584391,35.5059793654,3
71.6182363211,54.690520526,35.4416188851,3
72.0280430317,54.4974930678,35.4329545404,3
72.2832535493,54.4900803884,35.2607916814,3
73.2160744633,54.4588247585,35.2592249883,3
73.3414947432,54.4492862341,35.2562069122,3
74.3475851255,54.4042288874,35.1330935905,3
74.5947385738,54.3977099556,35.0174328933,3
74.8566751642,54.3835010392,35.013179082,3
76.1293469421,54.2242249437,34.9645289648,3
76.3741064656,54.1990456141,34.8155503427,3
76.5892303227,54.1738605752,34.8134025328,3
77.1143964219,54.0815268515,34.7507942615,3
79.9257741276,53.954568805,34.7467770857,3
