 time, ref, y_nom, y_nn, u_nom, u_nn
0,0,0,0.00063,0,0
0.02,0,0,0.00071,0,0
0.04,0,0,0.00116,0,0
0.06,0,0,0.00126,0,0
0.08,0,0,0.00158,0,0
0.1,0,0,0.00168,0,0
0.12,0,0,0.00191,0,1E-05
0.14,0,0,0.00201,0,1E-05
0.16,0,0,0.00217,0,1E-05
0.18,0,0,0.00225,0,2E-05
0.2,0,0,0.00236,0,2E-05
0.22,0,0,0.00243,0,2E-05
0.24,0,0,0.00251,0,3E-05
0.26,0,0,0.00256,0,3E-05
0.28,0,0,0.00262,0,4E-05
0.3,0,0,0.00266,0,5E-05
0.32,0,0,0.00271,0,5E-05
0.34,0,0,0.00275,0,6E-05
0.36,0,0,0.00278,0,7E-05
0.38,0,0,0.00282,0,7E-05
0.4,0,0,0.00285,0,8E-05
0.42,0,0,0.00288,0,9E-05
0.44,0,0,0.00291,0,0.0001
0.46,0,0,0.00294,0,0.00011
0.48,0,0,0.00298,0,0.00011
0.5,0,0,0.00301,0,0.00012
0.52,0,0,0.00305,0,0.00013
0.54,0,0,0.00308,0,0.00014
0.56,0,0,0.00312,0,0.00015
0.58,0,0,0.00316,0,0.00016
0.6,0,0,0.0032,0,0.00016
0.62,0,0,0.00324,0,0.00017
0.64,0,0,0.00328,0,0.00018
0.66,0,0,0.00333,0,0.00019
0.68,0,0,0.00337,0,0.0002
0.7,0,0,0.00342,0,0.0002
0.72,0,0,0.00347,0,0.00021
0.74,0,0,0.00351,0,0.00022
0.76,0,0,0.00356,0,0.00023
0.78,0,0,0.00361,0,0.00023
0.8,0,0,0.00366,0,0.00024
0.82,0,0,0.00371,0,0.00025
0.84,0,0,0.00377,0,0.00025
0.86,0,0,0.00382,0,0.00026
0.88,0,0,0.00387,0,0.00027
0.9,0,0,0.00392,0,0.00027
0.92,0,0,0.00397,0,0.00028
0.94,0,0,0.00402,0,0.00029
0.96,0,0,0.00407,0,0.00029
0.98,0,0,0.00412,0,0.0003
1,0,0,0.00418,0,0.00031
1.02,0,0,0.00423,0,0.00031
1.04,0,0,0.00428,0,0.00032
1.06,0,0,0.00432,0,0.00033
1.08,0,0,0.00437,0,0.00033
